station_seqnum,metro_id,Nazwa_stacji,longitude,latitude,who_entered,country_seqnum,source_seqnum,use_index,station_id
1420705,93465,MIEROGONIEWICE,18.33611111,52.8725,7,221,118,1,252180360
1420706,93501,KRZEPOCINEK,19.1,52.0,7,221,118,1,252190170
1420707,93506,WALEWICE,19.68333333,52.1,7,221,118,1,252190160
1420708,93507,ŁOWICZ,19.95,52.11666667,7,221,118,1,252190150
1420709,93511,WAŁY,19.4,52.18333333,7,221,118,1,252190130
1420710,93514,ŻYCHLIN,19.63333333,52.25,7,221,118,1,252190120
1420711,93516,STRZELCE,19.4,52.31666667,7,221,118,1,252199998
1420712,93520,CHODECZ,19.03333333,52.4,7,221,118,1,252190110
1420713,93522,GOSTYNIN,19.46666667,52.41666667,7,221,118,1,252190090
1420714,93524,BARUCHOWO,19.23333333,52.5,7,221,118,1,252190080
1420715,93525,OLGANOWO,19.0,52.53333333,7,221,118,1,252199993
1420716,93526,DUNINÓW,19.48333333,52.58333333,7,221,118,1,252190070
1420717,93527,OPATOWIEC,19.96666667,52.61666667,7,221,118,1,252199999
1420718,93530,WŁOCŁAWEK,19.08333333,52.66666667,7,221,118,1,252199992
1420719,93535,MOCHOWO,19.56666667,52.76666667,7,221,118,1,252190050
1420720,93537,ŻABOWO,19.91666667,52.83333333,7,221,118,1,252190040
1420721,93539,SKĘPE (WYMYŚLIN),19.03361111,52.08388889,7,221,118,1,252190010
1420722,93540,SIERPC,19.68333333,52.86666667,7,221,118,1,252190020
1420723,93550,MIKOŁAJEWO,19.93333333,52.61666667,7,221,118,1,252190060
1420724,93551,OPIESIN,19.07388889,52.17666667,7,221,118,1,252190140
1420725,93552,ZAMBRZYCA,19.62805556,52.99,7,221,118,1,252190180
1420726,93553,ZDUNY,19.09555556,52.03,7,221,118,1,252190220
1420727,93603,MIEDNIEWICE,20.3,52.08333333,7,221,118,1,252209994
1420728,93618,SOCHACZEW,20.25,52.23333333,7,221,118,1,252200170
1420729,93619,ZIELONKI,20.81666667,52.25,7,221,118,1,252200160
1420730,93626,FAMUŁKI BROCHOWSKIE,20.35,52.31666667,7,221,118,1,252200140
1420731,93627,IŁÓW,20.03333333,52.33333333,7,221,118,1,252200130
1420732,93631,GRÓDKOWO,20.2,52.43333333,7,221,118,1,252200090
1420733,93632,ZAKROCZYM,20.60333333,52.43,7,221,118,1,252200110
1420734,93633,NOWY DWÓR MAZOWIECKI,20.71666667,52.43333333,7,221,118,1,252209998
1420735,93641,WINNICA,20.95,52.65,7,221,118,1,252200050
1420736,93643,RACIĄŻ,20.13333333,52.78333333,7,221,118,1,252200030
1420737,93644,GOŁOTCZYZNA,20.7,52.78333333,7,221,118,1,252200040
1420738,93651,STRZEGOWO,20.28333333,52.9,7,221,118,1,252200020
1420739,93652,KRASNE,20.96666667,52.91666667,7,221,118,1,252209993
1420740,93657,BRWINÓW,20.71666667,52.13333333,7,221,118,1,252200190
1420741,93659,PRZEDWOJEWO,20.65888889,52.92055556,7,221,118,1,252200010
1420742,93660,KAWĘCZYN,20.35,52.17166667,7,221,118,1,252200180
1420743,93661,BORKOWO,20.66666667,52.55,7,221,118,1,252200080
1420744,93662,PRUSZKÓW,20.76944444,52.1825,7,221,118,1,252200210
1420745,93663,WARSZAWA-CZAJKA,20.96138889,52.35083333,7,221,118,1,252200220
1420746,93664,CZARNÓW-TOWARZYSTWO,20.54805556,52.24472222,7,221,118,1,252200250
1420747,93665,LESZNO,20.58555556,52.25611111,7,221,118,1,252200260
1420748,93666,KRASZEWO,20.56722222,52.79083333,7,221,118,1,252200270
1420749,93667,KOLONIA KAWĘCZYN,20.35472222,52.18222222,7,221,118,1,252200280
1420750,93702,ORZESZYN,21.08333333,52.03333333,7,221,118,1,252210260
1420751,93703,WIELGOLAS,21.73333333,52.03333333,7,221,118,1,252210240
1420752,93706,CZŁEKÓWKA,21.45,52.05,7,221,118,1,252219991
1420753,93708,SIENNICA,21.61666667,52.08333333,7,221,118,1,252210220
1420754,93711,WARSZAWA KABATY,21.06666667,52.13333333,7,221,118,1,252219994
1420755,93722,DĘBE WIELKIE,21.43333333,52.2,7,221,118,1,252210190
1420756,93730,SULEJÓWEK,21.3,52.25,7,221,118,1,252219990
1420757,93732,WARSZAWA-KAWĘCZYN,21.13333333,52.26666667,7,221,118,1,252210150
1420758,93734,STANISŁAWÓW,21.55,52.28333333,7,221,118,1,252210140
1420759,93739,WOŁOMIN,21.23333333,52.35,7,221,118,1,252210120
1420760,93740,SOŁKI,21.71666667,52.35,7,221,118,1,252210130
1420761,93742,MIĄSE,21.45,52.4,7,221,118,1,252219996
1420762,93745,SEROCK,21.06666667,52.51666667,7,221,118,1,252219988
1420763,93747,LASKI,21.73333333,52.51666667,7,221,118,1,252210110
1420764,93751,WYSZKÓW,21.45,52.58333333,7,221,118,1,252210080
1420765,93752,ZATORY,21.18333333,52.6,7,221,118,1,252210070
1420766,93753,SADOWNE,21.85,52.63333333,7,221,118,1,252210060
1420767,93756,ŚLEPIOTY,21.58333333,52.68333333,7,221,118,1,252219998
1420768,93758,WIŚNIEWO,21.7,52.75,7,221,118,1,252219987
1420769,93759,OSTRÓW MAZOWIECKA,21.9,52.8,7,221,118,1,252219999
1420770,93762,WĄSEWO,21.66666667,52.86666667,7,221,118,1,252210030
1420771,93764,GUTY DUŻE,21.26666667,52.93333333,7,221,118,1,252210010
1420772,93768,SINOŁĘKA,21.91666667,52.21666667,7,221,118,1,252210180
1420773,93769,SEROCZYN,21.91666667,52.01666667,7,221,118,1,252210250
1420774,93770,NIEGÓW,21.38861111,52.51,7,221,118,1,252210090
1420775,93771,ŚWIDER,21.23722222,52.11583333,7,221,118,1,252210210
1420776,93772,CELESTYNÓW,21.38333333,52.05,7,221,118,1,252210230
1420777,93773,KOMOROWO,21.83333333,52.81666667,7,221,118,1,252210040
1420778,93774,WARSZAWA-CZERNIAKOWSKA,21.04694444,52.21583333,7,221,118,1,252210270
1420779,93775,PILAWA,21.08722222,52.03138889,7,221,118,1,252210280
1420780,93776,CZARNOWO,21.53472222,52.88277778,7,221,118,1,252210020
1420781,93801,DOMANICE,22.18333333,52.03333333,7,221,118,1,252220190
1420782,93803,WÓLKA KAMIENNA,22.51666667,52.06666667,7,221,118,1,252220180
1420783,93805,MAKARÓWKA,22.88333333,52.11666667,7,221,118,1,252220170
1420784,93807,OLSZANKA,22.66666667,52.15,7,221,118,1,252229995
1420785,93809,MORDY,22.51666667,52.21666667,7,221,118,1,252220160
1420786,93810,ŁOSICE,22.73333333,52.21666667,7,221,118,1,252229996
1420787,93813,KRYNICA,22.3,52.3,7,221,118,1,252229994
1420788,93815,LIWSKIE MOSTY,22.01666667,52.36666667,7,221,118,1,252229998
1420789,93816,ŻANECIN,22.25,52.38333333,7,221,118,1,252220130
1420790,93818,SIEMIATYCZE,22.86666667,52.43333333,7,221,118,1,252229999
1420791,93820,WRZOSKI,22.11666667,52.48333333,7,221,118,1,252220110
1420792,93823,ŁAZÓW,22.36666667,52.56666667,7,221,118,1,252220080
1420793,93826,GRODZISK,22.73333333,52.58333333,7,221,118,1,252220070
1420794,93829,CIECHANOWIEC,22.5,52.68333333,7,221,118,1,252220060
1420795,93832,BRAŃSK,22.81666667,52.75,7,221,118,1,252220050
1420796,93834,CZYŻEW,22.33333333,52.8,7,221,118,1,252220040
1420797,93838,SURAŻ,22.95,52.95,7,221,118,1,252220020
1420798,93839,WIERZBOWO,22.33333333,52.98333333,7,221,118,1,252220010
1420799,93852,TONKIELE,22.56666667,52.41666667,7,221,118,1,252220120
1420800,93853,ŻUROBICE,22.93333333,52.53333333,7,221,118,1,252220090
1420801,93854,JARNICE,22.01666667,52.36666667,7,221,118,1,252220140
1420802,93855,PLATERÓW,22.82833333,52.30527778,7,221,118,1,252220150
1420803,93902,MICHAŁKI,23.31666667,52.1,7,221,118,1,252239996
1420804,93904,WERCHLIŚ,23.28333333,52.18333333,7,221,118,1,252239997
1420805,93905,ZABUŻE,23.05,52.31666667,7,221,118,1,252230170
1420806,93906,NURZEC,23.08333333,52.46666667,7,221,118,1,252230160
1420807,93907,KLESZCZELE,23.35,52.56666667,7,221,118,1,252230150
1420808,93910,BOĆKI,23.03333333,52.65,7,221,118,1,252230140
1420809,93911,ORZESZKOWO,23.55,52.68333333,7,221,118,1,252230130
1420810,93913,HAJNÓWKA,23.58333333,52.73333333,7,221,118,1,252230110
1420811,93915,NOWOSADY,23.61666667,52.8,7,221,118,1,252239999
1420812,93916,KLEJNIKI,23.4,52.83333333,7,221,118,1,252230070
1420813,93917,NOWE MASIEWO,23.08444444,52.08333333,7,221,118,1,252230080
1420814,93918,NAREWKA,23.75,52.86666667,7,221,118,1,252230060
1420815,93919,STRABLA,23.1,52.9,7,221,118,1,252230050
1420816,93920,NAREW,23.51666667,52.91666667,7,221,118,1,252230040
1420817,93923,NOWOSADY,23.88333333,52.96666667,7,221,118,1,252230010
1420818,93950,TRZEŚCIANKA,23.43333333,52.95,7,221,118,1,252230020
1420819,93951,OLSZYN,23.4,52.11666667,7,221,118,1,252230180
1420820,93952,CHRABOŁY,23.19555556,52.86222222,7,221,118,1,252230090
1420821,93953,NAREWKA,23.73333333,52.86666667,7,221,118,1,252230240
1420822,93955,ZAMOSZE,23.9,52.8,7,221,118,1,252230250
1420823,94002,SOBOLICE,14.98333333,51.38333333,7,221,118,1,251140060
1420824,94003,ŁĘKNICA,14.75,51.53333333,7,221,118,1,251140040
1420825,94004,TRZEBIEL,14.81666667,51.63333333,7,221,118,1,251149997
1420826,94005,PIETRZYKÓW,14.98333333,51.68333333,7,221,118,1,251149998
1420827,94007,BROŻEK (ZASIEKI),14.68333333,51.71666667,7,221,118,1,251140030
1420828,94009,LUBSKO,14.98333333,51.8,7,221,118,1,251149996
1420829,94010,KANIÓW,14.91666667,51.93333333,7,221,118,1,251140020
1420830,94011,GUBIN,14.76666667,51.95,7,221,118,1,251140010
1420831,94012,ZASIEKI,14.66666667,51.75,7,221,118,1,251149999
1420832,94013,SANICE,14.97583333,51.40694444,7,221,118,1,251140110
1420833,94101,GRABISZYCE GÓRNE,15.2,51.0,7,221,118,1,251159992
1420834,94102,ŚWIECIE,15.27888889,51.00361111,7,221,118,1,251150370
1420835,94103,LUBOMIERZ,15.51666667,51.01666667,7,221,118,1,251150350
1420836,94105,ŚWIERZAWA,15.9,51.01666667,7,221,118,1,251150360
1420837,94107,BIERNA,15.11666667,51.03333333,7,221,118,1,251150320
1420838,94108,LEŚNA,15.26666667,51.03333333,7,221,118,1,251150330
1420839,94110,GRYFÓW ŚLĄSKI,15.40944444,51.02666667,7,221,118,1,251150340
1420840,94111,SOKOŁOWIEC,15.83333333,51.03333333,7,221,118,1,251159991
1420841,94112,PŁAWNA,15.6,51.05,7,221,118,1,251150310
1420842,94114,SULIKÓW,15.06666667,51.08333333,7,221,118,1,251150290
1420843,94116,TWARDOCICE,15.75,51.1,7,221,118,1,251150280
1420844,94118,LUBAŃ,15.3,51.1,7,221,118,1,251159990
1420845,94119,SIEKIERCZYN,15.19055556,51.10583333,7,221,118,1,251150260
1420846,94121,ZŁOTORYJA,15.93333333,51.11666667,7,221,118,1,251150270
1420847,94123,NOWOGRODZIEC,15.4,51.2,7,221,118,1,251150220
1420848,94124,IWINY,15.7,51.2,7,221,118,1,251150230
1420849,94125,ZAGRODNO,15.86666667,51.2,7,221,118,1,251150240
1420850,94126,PIEŃSK,15.05,51.25,7,221,118,1,251150210
1420851,94127,OKMIANY,15.78333333,51.26666667,7,221,118,1,251159994
1420852,94128,WĘGLINIEC,15.2,51.28333333,7,221,118,1,251150170
1420853,94129,CHOJNÓW,15.93333333,51.28333333,7,221,118,1,251150190
1420854,94133,PRZEJĘSŁAW,15.41666667,51.36666667,7,221,118,1,251150160
1420855,94135,KOŚCIELNA WIEŚ,15.2,51.41666667,7,221,118,1,251150140
1420856,94136,CHOCIANÓW,15.91666667,51.41666667,7,221,118,1,251150150
1420857,94137,ŁOZY,15.36666667,51.48333333,7,221,118,1,251150130
1420858,94139,IŁOWA,15.2,51.5,7,221,118,1,251159995
1420859,94140,STRASZÓW,14.99222222,51.51888889,7,221,118,1,251140050
1420860,94142,BUCZYNA,15.9,51.55,7,221,118,1,251150120
1420861,94144,ŻAGAŃ,15.31666667,51.61666667,7,221,118,1,251150110
1420862,94145,GAWORZYCE,15.88333333,51.63333333,7,221,118,1,251150090
1420863,94146,DŁUGIE,15.61666667,51.65,7,221,118,1,251159998
1420864,94149,STYPUŁÓW,15.55,51.7,7,221,118,1,251150070
1420865,94150,BYTOM ODRZAŃSKI,15.83333333,51.73333333,7,221,118,1,251159989
1420866,94154,NOWOGRÓD BOBRZAŃSKI,15.25,51.8,7,221,118,1,251150030
1420867,94156,BOROWIEC,15.86666667,51.8,7,221,118,1,251150040
1420868,94159,LUBIĘCIN,15.85,51.9,7,221,118,1,251150020
1420869,94164,BOBROWICE,15.08333333,51.96666667,7,221,118,1,251150010
1420870,94165,KOŻUCHÓW,15.6,51.75,7,221,118,1,251159999
1420871,94166,NOWA SÓL,15.73333333,51.8,7,221,118,1,251150050
1420872,94167,ZŁOTNIKI LUBAŃSKIE,15.34055556,51.01388889,7,221,118,1,251150390
1420873,94168,STANKOWICE,15.31361111,51.01666667,7,221,118,1,251150420
1420874,94169,MIEDZIANA,15.11638889,51.02083333,7,221,118,1,251150470
1420875,94204,KĄTY WROCŁAWSKIE,16.76666667,51.03333333,7,221,118,1,251160310
1420876,94205,JAWOR,16.18333333,51.05,7,221,118,1,251160290
1420877,94206,STANISŁAWÓW,16.01666667,51.06666667,7,221,118,1,251160280
1420878,94208,BUDZISZÓW WIELKI,16.45,51.1,7,221,118,1,251160270
1420879,94209,BUDZISZÓW MAŁY,16.46666667,51.1,7,221,118,1,251169997
1420880,94211,TACZALIN,16.3,51.15,7,221,118,1,251160250
1420881,94213,WROCŁAW-STABŁOWICE,16.88333333,51.16666667,7,221,118,1,251160260
1420882,94216,MALCZYCE,16.5,51.21666667,7,221,118,1,251160240
1420883,94219,BRZEG DOLNY,16.71666667,51.26666667,7,221,118,1,251160230
1420884,94221,OBORNIKI ŚLĄSKIE,16.91666667,51.3,7,221,118,1,251160220
1420885,94222,LISIEC,16.05,51.31666667,7,221,118,1,251169998
1420886,94223,WOŁÓW,16.65,51.33333333,7,221,118,1,251169994
1420887,94224,STRUPINA,16.81888889,51.38472222,7,221,118,1,251160210
1420888,94225,LUBIN,16.21694444,51.41194444,7,221,118,1,251160190
1420889,94226,ŚCINAWA,16.41666667,51.41666667,7,221,118,1,251160180
1420890,94227,ŻMIGRÓD,16.9,51.46666667,7,221,118,1,251160160
1420891,94228,RUDNA,16.26666667,51.51666667,7,221,118,1,251160140
1420892,94231,WYDAWY,16.95,51.56666667,7,221,118,1,251160130
1420893,94234,OSETNO,16.46666667,51.63333333,7,221,118,1,251160110
1420894,94235,WIERZA (WIEWIERZ),16.71666667,51.63333333,7,221,118,1,251160120
1420895,94236,GŁOGÓW,16.1,51.65,7,221,118,1,251160080
1420896,94238,GÓRA,16.55,51.66666667,7,221,118,1,251160090
1420897,94241,CIOŁKOWO,16.96666667,51.75,7,221,118,1,251160070
1420898,94242,STARE DRZEWCE,16.21666667,51.76666667,7,221,118,1,251169991
1420899,94243,TARNOWA ŁĄKA,16.61666667,51.76666667,7,221,118,1,251160060
1420900,94244,JANISZEWO,16.76666667,51.76666667,7,221,118,1,251169990
1420901,94246,STARE STRĄCZE,16.16666667,51.85,7,221,118,1,251160040
1420902,94248,KRZEMIENIEWO,16.83333333,51.85,7,221,118,1,251160050
1420903,94250,SZRENIAWA,16.05,51.93333333,7,221,118,1,251169989
1420904,94252,RADOMICKO,16.53333333,51.95,7,221,118,1,251160030
1420905,94253,CZERWONA WIEŚ,16.8,51.96666667,7,221,118,1,251160020
1420906,94255,WROCŁAW-STRACHOWICE,16.88166667,51.11361111,7,221,118,1,251160340
1420907,94256,ŹRÓDŁA,16.7225,51.15666667,7,221,118,1,251160370
1420908,94257,PYSZĄCA,16.67972222,51.25638889,7,221,118,1,251160420
1420909,94303,WŁOCHY,17.91666667,51.06666667,7,221,118,1,251170310
1420910,94304,WROCŁAW-BISKUPIN,17.1,51.1,7,221,118,1,251179997
1420911,94305,WROCŁAW-OGRÓD BOTANICZNY,17.05,51.11666667,7,221,118,1,251170280
1420912,94306,BIERUTÓW,17.55,51.13333333,7,221,118,1,251170270
1420913,94308,RYCHTAL,17.85,51.15,7,221,118,1,251170260
1420914,94312,LIGOTA PIĘKNA,17.05,51.23333333,7,221,118,1,251170240
1420915,94313,SOKOŁOWICE,17.45,51.23333333,7,221,118,1,251170250
1420916,94314,TRZEBNICA,17.06666667,51.3,7,221,118,1,251170210
1420917,94315,ŁUCZYNA,17.28333333,51.3,7,221,118,1,251170230
1420918,94316,SYCÓW,17.73333333,51.31666667,7,221,118,1,251170220
1420919,94317,CHEŁSTÓW,17.49694444,51.33944444,7,221,118,1,251170190
1420920,94319,MIĘDZYBÓRZ,17.66666667,51.4,7,221,118,1,251170180
1420921,94320,BRZEZIE,17.13333333,51.41666667,7,221,118,1,251170170
1420922,94321,OSTRZESZÓW,17.92444444,51.42833333,7,221,118,1,251170160
1420923,94323,SUŁÓW,17.16666667,51.5,7,221,118,1,251179996
1420924,94324,CZARNY LAS,17.76666667,51.5,7,221,118,1,251179995
1420925,94325,CZATKOWICE,17.38333333,51.51666667,7,221,118,1,251179998
1420926,94326,MILICZ,17.26666667,51.53333333,7,221,118,1,251170140
1420927,94327,ODOLANÓW,17.66666667,51.58333333,7,221,118,1,251170130
1420928,94328,UJAZD,17.43333333,51.63333333,7,221,118,1,251179994
1420929,94329,OSTRÓW WIELKOPOLSKI,17.65,51.65,7,221,118,1,251170120
1420930,94330,SIELEC STARY,17.15,51.65,7,221,118,1,251179999
1420931,94331,KROTOSZYN,17.43333333,51.7,7,221,118,1,251170110
1420932,94335,SOBÓTKA,17.86666667,51.78333333,7,221,118,1,251170080
1420933,94336,SKAŁÓW,17.38333333,51.8,7,221,118,1,251170070
1420934,94338,KOŹMIN WIELKOPOLSKI,17.45,51.81666667,7,221,118,1,251170050
1420935,94339,TRZEBOWA,17.66666667,51.81666667,7,221,118,1,251170060
1420936,94340,SZELEJEWO,17.16666667,51.86666667,7,221,118,1,251170040
1420937,94346,DOLSK,17.06666667,51.98333333,7,221,118,1,251170010
1420938,94347,CHOCZ,17.87972222,51.97444444,7,221,118,1,251170020
1420939,94352,TRĄBINEK,17.09472222,51.99583333,7,221,118,1,251170370
1420940,94353,KSIĘGINICE,17.07638889,51.32888889,7,221,118,1,251170390
1420941,94354,SOBÓTKA II,17.85861111,51.78416667,7,221,118,1,251170410
1420942,94355,ŁANY,17.18222222,51.07388889,7,221,118,1,251170420
1420943,94356,OSTRZESZÓW II,17.91555556,51.43444444,7,221,118,1,251170430
1420944,94401,JASTRZYGOWICE,18.33333333,51.0,7,221,118,1,251180240
1420945,94403,ROŻNÓW,18.13333333,51.05,7,221,118,1,251180230
1420946,94405,CISOWA,18.71666667,51.08333333,7,221,118,1,251180220
1420947,94406,ROSZKOWICE,18.26666667,51.11666667,7,221,118,1,251189996
1420948,94407,DZIAŁOSZYN,18.88333333,51.13333333,7,221,118,1,251180210
1420949,94409,SIEMIANICE,18.15,51.18333333,7,221,118,1,251180190
1420950,94410,SIEMKOWICE,18.95,51.21666667,7,221,118,1,251180180
1420951,94414,KĘPNO,18.0,51.28333333,7,221,118,1,251189998
1420952,94416,OSJAKÓW,18.78472222,51.28361111,7,221,118,1,251180160
1420953,94421,ZŁOCZEW,18.61666667,51.41666667,7,221,118,1,251180140
1420954,94422,WIDAWA,18.95,51.43333333,7,221,118,1,251180130
1420955,94424,CZARTORYJA,18.5,51.5,7,221,118,1,251180120
1420956,94425,KRASZEWICE,18.21666667,51.51666667,7,221,118,1,251180110
1420957,94427,ZDUŃSKA WOLA,18.93333333,51.6,7,221,118,1,251189995
1420958,94429,IWANOWICE,18.31583333,51.65305556,7,221,118,1,251180080
1420959,94432,SZADEK,18.98333333,51.7,7,221,118,1,251180070
1420960,94433,WARTA,18.63333333,51.71666667,7,221,118,1,251180060
1420961,94437,KOŹMINEK,18.35,51.8,7,221,118,1,251189999
1420962,94442,PODDĘBICE,18.96666667,51.9,7,221,118,1,251180040
1420963,94443,DOBRA,18.63333333,51.93333333,7,221,118,1,251180030
1420964,94444,ZBIERSK,18.15,51.95,7,221,118,1,251180020
1420965,94446,UNIEJÓW,18.8,51.96666667,7,221,118,1,251180010
1420966,94450,MIRKÓW,18.15,51.31666667,7,221,118,1,251180150
1420967,94451,LISKÓW,18.41,51.83527778,7,221,118,1,251180050
1420968,94452,KIEŁCZYGŁÓW,18.98361111,51.23833333,7,221,118,1,251180170
1420969,94453,SEMPÓŁKI,18.81694444,51.94416667,7,221,118,1,251180340
1420970,94454,WARTA II,18.60972222,51.71555556,7,221,118,1,251180360
1420971,94455,KORZEKWIN,18.32638889,51.66888889,7,221,118,1,251180370
1420972,94456,SKOMLIN,18.37333333,51.17111111,7,221,118,1,251180380
1420973,94457,ZBIERSK II,18.11388889,51.95611111,7,221,118,1,251180410
1420974,94458,ZAŁĘCZE WIELKIE,18.68527778,51.08555556,7,221,118,1,251180420
1420975,94502,BOBRY,19.4,51.03333333,7,221,118,1,251190180
1420976,94503,WĄSOSZ GÓRNY,19.0,51.06666667,7,221,118,1,251190170
1420977,94505,RADOMSKO,19.43333333,51.08333333,7,221,118,1,251199993
1420978,94506,PRZEDBÓRZ,19.88333333,51.08333333,7,221,118,1,251190160
1420979,94507,RZEJOWICE,19.7,51.1,7,221,118,1,251199992
1420980,94508,DOBRYSZYCE,19.03444444,51.0025,7,221,118,1,251190150
1420981,94510,SULMIERZYCE,19.21666667,51.2,7,221,118,1,251199991
1420982,94511,SKOTNIKI,19.93333333,51.2,7,221,118,1,251199994
1420983,94516,SZCZERCÓW,19.11666667,51.33333333,7,221,118,1,251190130
1420984,94518,MILEJÓW,19.71666667,51.35,7,221,118,1,251199990
1420985,94519,PIOTRKÓW TRYBUNALSKI,19.65,51.4,7,221,118,1,251190120
1420986,94521,ŻARNOWICA,19.86666667,51.46666667,7,221,118,1,251199989
1420987,94523,LUTOSŁAWICE RZĄDOWE,19.56666667,51.51666667,7,221,118,1,251190090
1420988,94524,MOSZCZENICA,19.71666667,51.5,7,221,118,1,251199988
1420989,94526,DRZEWOCINY,19.31666667,51.53333333,7,221,118,1,251199996
1420990,94528,KRUSZÓW,19.58333333,51.58333333,7,221,118,1,251190080
1420991,94530,ŁASK,19.13333333,51.6,7,221,118,1,251190070
1420992,94533,ROKICINY,19.78333333,51.66666667,7,221,118,1,251190060
1420993,94542,WILANÓW,19.53333333,51.81666667,7,221,118,1,251190030
1420994,94547,BRATOSZEWICE,19.65,51.93333333,7,221,118,1,251190010
1420995,94548,OZORKÓW,19.31666667,51.96666667,7,221,118,1,251199987
1420996,94550,ŁYSZKOWICE,19.91666667,51.98333333,7,221,118,1,251199986
1420997,94551,PLUCICE,19.6,51.2,7,221,118,1,251190140
1420998,94552,JEŻÓW,19.96666667,51.81666667,7,221,118,1,251190040
1420999,94553,LUĆMIERZ,19.37111111,51.89194444,7,221,118,1,251190020
1421000,94554,MIKULIN,19.98333333,51.83333333,7,221,118,1,251199998
1421001,94555,BEŁCHATÓW,19.36666667,51.4,7,221,118,1,251190110
1421002,94556,JAROSTY,19.69194444,51.4625,7,221,118,1,251190230
1421003,94557,CHAJCZYNY,19.1075,51.46916667,7,221,118,1,251190260
1421004,94603,PILCZYCA,20.1,51.03333333,7,221,118,1,251200260
1421005,94604,SUCHEDNIÓW,20.83333333,51.03333333,7,221,118,1,251200250
1421006,94607,WIELKA WIEŚ,20.98333333,51.08333333,7,221,118,1,251200230
1421007,94609,MROCZKÓW,20.71666667,51.15,7,221,118,1,251200190
1421008,94610,KOŃSKIE,20.4,51.18333333,7,221,118,1,251200180
1421009,94611,CHEŁSTY,20.15,51.21666667,7,221,118,1,251200170
1421010,94620,ŁOKIETKA,20.15,51.46666667,7,221,118,1,251209997
1421011,94622,ODRZYWÓŁ,20.56666667,51.51666667,7,221,118,1,251200110
1421012,94624,SPAŁA,20.13333333,51.53333333,7,221,118,1,251200090
1421013,94626,BUKÓWNO,20.85,51.55,7,221,118,1,251209996
1421014,94630,BIAŁOBRZEGI,20.95083333,51.65722222,7,221,118,1,251200080
1421015,94631,WÓLKA JAGIELCZYŃSKA,20.18333333,51.68333333,7,221,118,1,251200070
1421016,94632,TĄKIELE,20.81666667,51.71666667,7,221,118,1,251209993
1421017,94633,SADKOWICE,20.51666667,51.73333333,7,221,118,1,251200050
1421018,94636,BIAŁA RAWSKA,20.46666667,51.8,7,221,118,1,251209995
1421019,94638,DOLECK,20.31666667,51.9,7,221,118,1,251200040
1421020,94643,MSZCZONÓW,20.53333333,51.98333333,7,221,118,1,251200010
1421021,94644,DROZDY,20.81666667,51.98333333,7,221,118,1,251200020
1421022,94651,OPOCZNO,20.23333333,51.38333333,7,221,118,1,251200130
1421023,94652,RUSINÓW,20.68333333,51.28333333,7,221,118,1,251209994
1421024,94653,SŁOWIKÓW,20.88333333,51.46666667,7,221,118,1,251200120
1421025,94654,STANOWISKA,20.36666667,51.05,7,221,118,1,251200240
1421026,94655,SKARŻYSKO KAMIENNA,20.88333333,51.13333333,7,221,118,1,251200210
1421027,94656,DAŃKÓW,20.7,51.73333333,7,221,118,1,251200060
1421028,94657,WŁOCHÓW,20.61,51.09833333,7,221,118,1,251200220
1421029,94658,RZUCÓW,20.73333333,51.3,7,221,118,1,251200160
1421030,94659,RUSZKOWICE,20.0525,51.03333333,7,221,118,1,251200140
1421031,94660,DĄBRÓWKA STARA,20.73333333,51.76666667,7,221,118,1,251200270
1421032,94661,TEOFILÓW,20.18277778,51.52805556,7,221,118,1,251200290
1421033,94701,TARŁÓW,21.71666667,51.0,7,221,118,1,251219995
1421034,94702,MAZANÓW,21.91666667,51.0,7,221,118,1,251210260
1421035,94703,BRODY IŁŻECKIE,21.2,51.01666667,7,221,118,1,251210240
1421036,94704,KURZACZE,21.36666667,51.01666667,7,221,118,1,251210250
1421037,94705,STARACHOWICE,21.05333333,51.04138889,7,221,118,1,251210230
1421038,94706,OSÓWKA,21.56666667,51.08333333,7,221,118,1,251210220
1421039,94707,GADKA,21.0,51.13333333,7,221,118,1,251210170
1421040,94708,SOLEC NAD WISLĄ,21.75,51.13333333,7,221,118,1,251210180
1421041,94709,IŁŻA,21.23333333,51.16666667,7,221,118,1,251210160
1421042,94714,CIEPIELÓW,21.6,51.26666667,7,221,118,1,251210150
1421043,94715,SKARYSZEW,21.25,51.31666667,7,221,118,1,251210140
1421044,94716,KAZIMIERZ DOLNY,21.95,51.33333333,7,221,118,1,251219998
1421045,94717,ZWOLEŃ,21.58333333,51.35,7,221,118,1,251210130
1421046,94721,PIONKI,21.4375,51.47166667,7,221,118,1,251210110
1421047,94723,BARTODZIEJE,21.2,51.53333333,7,221,118,1,251210090
1421048,94724,DĘBLIN,21.8,51.55,7,221,118,1,251210080
1421049,94729,KOZICE (ŻYCZYN),21.75,51.66666667,7,221,118,1,251210070
1421050,94730,ŁĘKAWICA,21.31666667,51.71666667,7,221,118,1,251210060
1421051,94732,BOGLEWICE,21.0,51.8,7,221,118,1,251210050
1421052,94734,WILGA,21.38333333,51.85,7,221,118,1,251210030
1421053,94735,UNIN KOLONIA,21.68333333,51.9,7,221,118,1,251210020
1421054,94739,GÓRA KALWARIA,21.2,51.98333333,7,221,118,1,251210010
1421055,94742,OPOLE LUBELSKIE,21.94555556,51.14583333,7,221,118,1,251210190
1421056,94743,GRABOWIEC,21.38527778,51.10194444,7,221,118,1,251210210
