station_seqnum,metro_id,Nazwa_stacji,longitude,latitude,who_entered,country_seqnum,source_seqnum,use_index,station_id
1420348,92257,PIŁAWA,16.03555556,53.05194444,7,221,118,1,253160210
1420349,92258,TUCZNO TRZECIE,16.16472222,53.21305556,7,221,118,1,253160220
1420350,92259,KARSIBÓR II,16.39805556,53.35166667,7,221,118,1,253160230
1420351,92260,WICEWO,16.12361111,53.8875,7,221,118,1,253160260
1420352,92301,SZAMOCIN,17.11666667,53.03333333,7,221,118,1,253170230
1420353,92304,BIAŁOŚLIWIE,17.08333333,53.08333333,7,221,118,1,253179993
1420354,92305,SAMOKLĘSKI,17.7,53.08333333,7,221,118,1,253179992
1420355,92308,NIEŻYCHOWO,17.15,53.15,7,221,118,1,253179994
1420356,92309,WYRZYSK,17.26666667,53.15,7,221,118,1,253170220
1420357,92312,WYSOKA,17.08333333,53.18333333,7,221,118,1,253170190
1420358,92313,WITOSŁAW,17.48333333,53.25,7,221,118,1,253179995
1420359,92315,WIELE,17.55,53.28333333,7,221,118,1,253170180
1420360,92316,KRAJENKA,17.0,53.3,7,221,118,1,253160140
1420361,92319,KORONOWO,17.93333333,53.31666667,7,221,118,1,253170170
1420362,92322,SYPNIEWO,17.33333333,53.36666667,7,221,118,1,253170160
1420363,92323,MĄKOWARSKO,17.81666667,53.4,7,221,118,1,253179996
1420364,92326,KLONOWO,17.96666667,53.45,7,221,118,1,253179991
1420365,92328,LUTÓWKO,17.45,53.46666667,7,221,118,1,253170150
1420366,92329,KAMIENICA,17.81666667,53.48333333,7,221,118,1,253170140
1420367,92334,KAMIEŃ KRAJEŃSKI,17.53333333,53.53333333,7,221,118,1,253170120
1420368,92335,PŁAZOWO,17.95,53.53333333,7,221,118,1,253170130
1420369,92336,ROZWORY,17.1,53.55,7,221,118,1,253170110
1420370,92338,TUCHÓŁKA,17.75,53.56666667,7,221,118,1,253170090
1420371,92343,CZŁUCHÓW,17.38333333,53.66666667,7,221,118,1,253170080
1420372,92345,ZAPĘDOWO,17.85,53.7,7,221,118,1,253170060
1420373,92347,GWIEŹDZIN,17.2,53.73333333,7,221,118,1,253170050
1420374,92351,CIECHOLEWY,17.41666667,53.81666667,7,221,118,1,253179990
1420375,92354,KOSOBUDY,17.76666667,53.88333333,7,221,118,1,253170040
1420376,92355,RÓŻKI-DĘBIE,17.15,53.9,7,221,118,1,253170030
1420377,92358,MILACHOWO,17.6,53.93333333,7,221,118,1,253179999
1420378,92359,JEZIORNA,17.91666667,53.95,7,221,118,1,253170020
1420379,92360,BOROWY MŁYN,17.31666667,53.96666667,7,221,118,1,253170010
1420380,92361,KOPERNICA,17.46666667,53.78333333,7,221,118,1,253179998
1420381,92363,WYCZECHY,17.03333333,53.68333333,7,221,118,1,253170070
1420382,92365,SMUKAŁA,17.96583333,53.19166667,7,221,118,1,253170240
1420383,92366,ŻALNO,17.75,53.6,7,221,118,1,253170250
1420384,92367,BYDGOSZCZ-SZWEDEROWO,17.995,53.09638889,7,221,118,1,253170260
1420385,92368,MOTYL,17.825,53.42972222,7,221,118,1,253170280
1420386,92369,MĄKOWARSKO,17.81444444,53.41194444,7,221,118,1,253170290
1420387,92371,NOWA RUDNA,17.03722222,53.19166667,7,221,118,1,253170380
1420388,92401,CHROŚNA,18.21666667,52.98333333,7,221,118,1,252180010
1420389,92408,KOWALEWO,18.91666667,53.16666667,7,221,118,1,253180230
1420390,92409,OSIELSKO,18.06666667,53.18333333,7,221,118,1,253180210
1420391,92411,UNISŁAW,18.41666667,53.2,7,221,118,1,253180190
1420392,92413,FALĘCIN,18.53333333,53.23333333,7,221,118,1,253180180
1420393,92416,WĄBRZEŹNO,18.95,53.28333333,7,221,118,1,253189993
1420394,92418,NOWY JASINIEC,18.03333333,53.35,7,221,118,1,253180170
1420395,92420,ŚWIECIE,18.45,53.4,7,221,118,1,253189994
1420396,92421,RADZYŃ-FIJEWO,18.93333333,53.4,7,221,118,1,253180160
1420397,92423,KALISKA,18.41666667,53.5,7,221,118,1,253180140
1420398,92425,SIEROSŁAW,18.3,53.55,7,221,118,1,253189996
1420399,92426,RULEWO,18.61666667,53.55,7,221,118,1,253180130
1420400,92427,OSIE,18.35,53.6,7,221,118,1,253180120
1420401,92429,GARDEJA,18.95,53.61666667,7,221,118,1,253180110
1420402,92433,FRĄCA,18.63333333,53.71666667,7,221,118,1,253180080
1420403,92435,KORZENIEWO,18.08388889,53.06805556,7,221,118,1,253180070
1420404,92437,OCYPEL,18.33333333,53.81666667,7,221,118,1,253189991
1420405,92438,CZARNA WODA,18.1,53.83333333,7,221,118,1,253180060
1420406,92440,GNIEW,18.81666667,53.83333333,7,221,118,1,253189997
1420407,92441,LEŚNA HUTA,18.1,53.88333333,7,221,118,1,253189998
1420408,92444,STAROGARD GDAŃSKI,18.53333333,53.95,7,221,118,1,253180030
1420409,92447,BOŻEPOLE SZLACHECKIE,18.23333333,53.98333333,7,221,118,1,253180010
1420410,92450,UŚNICE,18.91666667,53.95,7,221,118,1,253189999
1420411,92451,BRODY POMORSKIE,18.76666667,53.86666667,7,221,118,1,253180050
1420412,92453,TLEŃ,18.26027778,53.61083333,7,221,118,1,253180250
1420413,92502,SKRWILNO,19.63333333,53.01666667,7,221,118,1,253190280
1420414,92503,OSTROWITE,19.28333333,53.06666667,7,221,118,1,253190260
1420415,92504,ŻUROMIN,19.91666667,53.06666667,7,221,118,1,253190270
1420416,92506,TOMKOWO,19.21666667,53.15,7,221,118,1,253190250
1420417,92508,ROKITNICA,19.53333333,53.16666667,7,221,118,1,253190240
1420418,92512,BRODNICA N/DRWĘCĄ,19.4,53.25,7,221,118,1,253190210
1420419,92514,BRZOZIE,19.61666667,53.33333333,7,221,118,1,253190190
1420420,92515,ZBICZNO,19.36666667,53.35,7,221,118,1,253190180
1420421,92517,KOSTKOWO,19.91666667,53.36666667,7,221,118,1,253190170
1420422,92518,JABŁONOWO,19.16666667,53.4,7,221,118,1,253199996
1420423,92519,OSTROWITE,19.28333333,53.41666667,7,221,118,1,253190160
1420424,92520,NOWE MIASTO,19.6,53.43333333,7,221,118,1,253190150
1420425,92522,BISKUPIEC,19.4,53.48333333,7,221,118,1,253190130
1420426,92523,LUBAWA,19.75,53.5,7,221,118,1,253190120
1420427,92524,ŁASIN,19.1,53.51666667,7,221,118,1,253190110
1420428,92526,PIETRZWAŁD,19.91666667,53.58333333,7,221,118,1,253190080
1420429,92528,IŁAWA,19.55,53.6,7,221,118,1,253199997
1420430,92530,RUDZIENICE,19.66666667,53.63333333,7,221,118,1,253199998
1420431,92536,JERZWAŁD,19.53333333,53.78333333,7,221,118,1,253190060
1420432,92537,JAŚKOWO,19.73333333,53.81666667,7,221,118,1,253190050
1420433,92538,STRASZEWO,19.03333333,53.83333333,7,221,118,1,253190040
1420434,92540,GIRGAJNY,19.66666667,53.86666667,7,221,118,1,253199999
1420435,92543,DZIERZGOŃ,19.35,53.91666667,7,221,118,1,253190020
1420436,92546,BUCZYNIEC,19.61666667,53.98333333,7,221,118,1,253190010
1420437,92552,WIERZBICA,19.98333333,53.48333333,7,221,118,1,253190140
1420438,92553,MOKRY LAS,19.11666667,53.16666667,7,221,118,1,253190230
1420439,92554,DZIARNY,19.61666667,53.56666667,7,221,118,1,253190090
1420440,92555,BĄGART,19.36666667,53.96666667,7,221,118,1,253190290
1420441,92556,KULIGI,19.705,53.43666667,7,221,118,1,253190310
1420442,92557,BYSZWAŁD,19.74222222,53.53277778,7,221,118,1,253190320
1420443,92558,BRUDNICE,19.86833333,53.07027778,7,221,118,1,253190330
1420444,92559,BUCZYNIEC,19.58472222,53.96777778,7,221,118,1,253190340
1420445,92560,BRZUZE,19.26805556,53.0575,7,221,118,1,253190350
1420446,92601,DOZINY,20.25,53.01666667,7,221,118,1,253209990
1420447,92603,GRUDUSK,20.63333333,53.06666667,7,221,118,1,253200220
1420448,92607,KRZYNOWŁOGA MAŁA,20.8,53.15,7,221,118,1,253200210
1420449,92609,DZIAŁDOWO,20.18333333,53.23333333,7,221,118,1,253200190
1420450,92611,CHORZELE,20.9,53.25,7,221,118,1,253200180
1420451,92613,SZCZEPKOWO BOROWE,20.58333333,53.3,7,221,118,1,253200170
1420452,92615,RÓG,20.76666667,53.33333333,7,221,118,1,253200160
1420453,92616,SŁAWKOWO,20.16666667,53.36666667,7,221,118,1,253200150
1420454,92618,WIELBARK,20.95,53.4,7,221,118,1,253200140
1420455,92619,WAŁY,20.63333333,53.43333333,7,221,118,1,253200130
1420456,92620,STARE MIASTO,20.0,53.46666667,7,221,118,1,253209992
1420457,92622,WAPLEWO,20.31666667,53.5,7,221,118,1,253209994
1420458,92623,BOLEJNY,20.45,53.51666667,7,221,118,1,253200110
1420459,92624,SZUĆ,20.73333333,53.51666667,7,221,118,1,253209989
1420460,92626,JEMIOŁOWO,20.29944444,53.56166667,7,221,118,1,253200080
1420461,92628,MAŁSZEWO,20.71666667,53.58333333,7,221,118,1,253200090
1420462,92631,NOWY RAMUK,20.58333333,53.65,7,221,118,1,253200070
1420463,92632,STAWIGUDA,20.41666667,53.66666667,7,221,118,1,253209988
1420464,92634,PAJTUNY,20.7,53.71666667,7,221,118,1,253200050
1420465,92635,GIETRZWAŁD,20.25,53.75,7,221,118,1,253200040
1420466,92637,RUMY,20.93333333,53.76666667,7,221,118,1,253209996
1420467,92641,SĘTAL,20.48333333,53.91666667,7,221,118,1,253200020
1420468,92645,KSIĄŻNIK,20.06666667,53.96666667,7,221,118,1,253209998
1420469,92646,STUDNICA,20.65,53.98333333,7,221,118,1,253209999
1420470,92647,KIKITY,20.86666667,53.98333333,7,221,118,1,253200010
1420471,92650,OLSZEWKI,20.98333333,53.68333333,7,221,118,1,253200060
1420472,92651,FRĄKNOWO,20.33333333,53.43333333,7,221,118,1,253200120
1420473,92652,BISKUPIEC,20.96666667,53.85,7,221,118,1,253200030
1420474,92654,LUTRY,20.88527778,53.99805556,7,221,118,1,253200230
1420475,92655,KIKITY II,20.87722222,53.98277778,7,221,118,1,253200240
1420476,92656,RUKŁAWKI,20.91166667,53.86611111,7,221,118,1,253200250
1420477,92657,PREJŁOWO,20.72583333,53.74444444,7,221,118,1,253200260
1420478,92658,SĄTRZASKA,20.97555556,53.03944444,7,221,118,1,253200270
1420479,92703,KURPIE,21.76666667,53.05,7,221,118,1,253210270
1420480,92705,JEDNOROŻEC,21.05,53.15,7,221,118,1,253210250
1420481,92706,CIERPIĘTA,21.15,53.18333333,7,221,118,1,253210240
1420482,92708,KADZIDŁO,21.46666667,53.23333333,7,221,118,1,253210230
1420483,92709,NOWOGRÓD,21.86666667,53.23333333,7,221,118,1,253219995
1420484,92710,DOBRYLAS,21.82722222,53.29638889,7,221,118,1,253210220
1420485,92712,WACH,21.38333333,53.3,7,221,118,1,253219997
1420486,92714,LESINY WIELKIE,21.13333333,53.38333333,7,221,118,1,253210190
1420487,92715,PTAKI,21.8,53.4,7,221,118,1,253210180
1420488,92716,KOLNO,21.93333333,53.4,7,221,118,1,253219999
1420489,92719,ROZOGI,21.36666667,53.48333333,7,221,118,1,253210170
1420490,92720,NIEDŹWIEDZIE,21.15,53.51666667,7,221,118,1,253210150
1420491,92721,TUROŚL,21.6,53.51666667,7,221,118,1,253210160
1420492,92722,TUROWO,21.9,53.53333333,7,221,118,1,253210140
1420493,92724,RACIBÓR,21.26666667,53.6,7,221,118,1,253210120
1420494,92725,SZEROKI BÓR,21.65,53.61666667,7,221,118,1,253210090
1420495,92727,PISZ,21.8,53.63333333,7,221,118,1,253210110
1420496,92730,BABIĘTA,21.26666667,53.66666667,7,221,118,1,253210080
1420497,92734,ORZYSZ,21.96666667,53.8,7,221,118,1,253210070
1420498,92735,MARADKI,21.15,53.81666667,7,221,118,1,253210060
1420499,92736,MŁYNOWO,21.33333333,53.88333333,7,221,118,1,253210040
1420500,92737,SZYMONKA,21.66666667,53.88333333,7,221,118,1,253210050
1420501,92738,RYN,21.53333333,53.93333333,7,221,118,1,253210030
1420502,92739,ŁĘŻANY,21.15,53.96666667,7,221,118,1,253210020
1420503,92740,OSTROŁĘKA,21.56361111,53.08361111,7,221,118,1,253210310
1420504,92750,GRĄDY PODMIEJSKIE,21.95027778,53.82166667,7,221,118,1,253210320
1420505,92751,ZARUZIE,21.8,53.13333333,7,221,118,1,253210260
1420506,92752,PTAKI,21.8,53.4,7,221,118,1,253210290
1420507,92753,DOBRYLAS,21.86666667,53.28333333,7,221,118,1,253210280
1420508,92754,DZBENIN,21.55222222,53.05416667,7,221,118,1,253210330
1420509,92755,MRĄGOWO,21.31027778,53.88694444,7,221,118,1,253210340
1420510,92756,TYSZKI-WĄDOŁOWO,21.98416667,53.44777778,7,221,118,1,253210350
1420511,92757,MIKOSZE,21.92166667,53.80583333,7,221,118,1,253210360
1420512,92803,BACIUTY,22.98333333,53.05,7,221,118,1,253220260
1420513,92804,MĘŻENIN,22.46666667,53.08333333,7,221,118,1,253220240
1420514,92806,PODGÓRZE,22.13333333,53.11666667,7,221,118,1,253220230
1420515,92807,ZAWADY,22.67333333,53.15694444,7,221,118,1,253220220
1420516,92809,WIZNA,22.4,53.2,7,221,118,1,253220190
1420517,92810,TYKOCIN,22.78333333,53.2,7,221,118,1,253220210
1420518,92813,BURZYN,22.45,53.28333333,7,221,118,1,253220160
1420519,92814,KRYPNO KOŚCIELNE,22.88333333,53.28333333,7,221,118,1,253220170
1420520,92817,STAWISKI,22.16666667,53.4,7,221,118,1,253220140
1420521,92818,MOŃKI,22.8,53.4,7,221,118,1,253220150
1420522,92819,RADZIŁÓW,22.4,53.41666667,7,221,118,1,253220130
1420523,92820,LACHOWO,22.01666667,53.46666667,7,221,118,1,253229996
1420524,92822,OSOWIEC,22.65,53.48333333,7,221,118,1,253220120
1420525,92826,DĘBOWO,22.93333333,53.61666667,7,221,118,1,253220080
1420526,92827,GRAJEWO,22.45,53.65,7,221,118,1,253229999
1420527,92828,DRYGAŁY,22.11666667,53.7,7,221,118,1,253220050
1420528,92829,PROSTKI,22.43333333,53.7,7,221,118,1,253220060
1420529,92832,BIAŁOBRZEGI,22.96666667,53.8,7,221,118,1,253220040
1420530,92834,EŁK,22.35,53.83333333,7,221,118,1,253220030
1420531,92840,RANTY,22.05,53.93333333,7,221,118,1,253229995
1420532,92843,BARSZCZOWA GÓRA,22.96666667,53.96666667,7,221,118,1,253229994
1420533,92844,RACZKI,22.78333333,53.98333333,7,221,118,1,253220020
1420534,92851,ELŻBIECIN,22.13333333,53.2,7,221,118,1,253229998
1420535,92852,MOŃKI,22.79583333,53.40027778,7,221,118,1,253220310
1420536,92853,SOSNOWO,22.92555556,53.70027778,7,221,118,1,253220340
1420537,92854,BACZE SUCHE,22.11666667,53.06833333,7,221,118,1,253220350
1420538,92903,ZABŁUDÓW,23.33333333,53.01666667,7,221,118,1,253230140
1420539,92908,GRÓDEK,23.66666667,53.1,7,221,118,1,253230130
1420540,92911,FASTY,23.01666667,53.18333333,7,221,118,1,253230110
1420541,92912,NOWOSIÓŁKI,23.51666667,53.18333333,7,221,118,1,253230150
1420542,92913,SUPRAŚL,23.33333333,53.21666667,7,221,118,1,253230090
1420543,92916,SZUDZIAŁOWO,23.65,53.3,7,221,118,1,253230070
1420544,92918,POLANKI,23.35,53.35,7,221,118,1,253239997
1420545,92920,POPIOŁÓWKA,23.11666667,53.4,7,221,118,1,253239998
1420546,92921,SOKÓŁKA,23.5,53.4,7,221,118,1,253230050
1420547,92922,KAMIONKA,23.03333333,53.43333333,7,221,118,1,253230040
1420548,92923,JANÓW,23.23333333,53.46666667,7,221,118,1,253230030
1420549,92926,HOŁODOLINA,23.23333333,53.53333333,7,221,118,1,253239996
1420550,92932,KRASNE,23.35,53.78333333,7,221,118,1,253239995
1420551,92933,SUCHA RZECZKA,23.2,53.88333333,7,221,118,1,253239999
1420552,92935,DRAHLE,23.555,53.38555556,7,221,118,1,253230180
1420553,92950,JASTRZĘBNA PIERWSZA,23.21666667,53.73333333,7,221,118,1,253230010
1420554,92951,JAŁÓWKA,23.35,53.36666667,7,221,118,1,253230060
1420555,92952,NOWOSIÓŁKI,23.53333333,53.16666667,7,221,118,1,253230170
1420556,92953,SOCHONIE,23.16666667,53.21666667,7,221,118,1,253230080
1420557,92954,MIKASZÓWKA,23.395,53.8875,7,221,118,1,253230190
1420558,92955,NOWINKA,23.65333333,53.29944444,7,221,118,1,253230210
1420559,93001,KOSARZYN,14.76666667,52.06666667,7,221,118,1,252140140
1420560,93002,MASZEWO,14.08444444,52.00111111,7,221,118,1,252140150
1420561,93004,CYBINKA,14.81666667,52.2,7,221,118,1,252140130
1420562,93006,BOCZÓW,14.95,52.31666667,7,221,118,1,252140120
1420563,93008,OŚNO LUBUSKIE,14.86666667,52.45,7,221,118,1,252140110
1420564,93010,KOSTRZYN NAD ODRĄ,14.66666667,52.58333333,7,221,118,1,252140090
1420565,93013,WITNICA,14.9,52.66666667,7,221,118,1,252140080
1420566,93014,BOLESZKOWICE,14.56666667,52.71666667,7,221,118,1,252140070
1420567,93015,GOZDOWICE,14.31666667,52.76666667,7,221,118,1,252140060
1420568,93016,MIESZKOWICE,14.5,52.8,7,221,118,1,252149996
1420569,93019,OSINÓW DOLNY,14.15,52.85,7,221,118,1,252140030
1420570,93020,WARNICE,14.68333333,52.85,7,221,118,1,252140040
1420571,93022,MORYŃ,14.4,52.86666667,7,221,118,1,252149997
1420572,93023,MYŚLIBÓRZ,14.86666667,52.91666667,7,221,118,1,252140020
1420573,93024,BIELINEK,14.15,52.95,7,221,118,1,252149998
1420574,93026,CHOJNA,14.43333333,52.96666667,7,221,118,1,252140010
1420575,93050,WIERZCHLAS,14.5,52.83333333,7,221,118,1,252140050
1420576,93053,BIAŁCZYK,14.89916667,52.65527778,7,221,118,1,252140180
1420577,93054,MACZKÓW,14.74416667,52.27527778,7,221,118,1,252140190
1420578,93101,LASKI,15.31666667,52.03333333,7,221,118,1,252150240
1420579,93103,KROSNO ODRZAŃSKIE,15.11666667,52.05,7,221,118,1,252159998
1420580,93104,KARGOWA,15.86666667,52.08333333,7,221,118,1,252150230
1420581,93105,SULECHÓW,15.61666667,52.1,7,221,118,1,252150220
1420582,93110,GRYŻYNA,15.28333333,52.18333333,7,221,118,1,252150210
1420583,93112,ZBĄSZYŃ,15.93333333,52.25,7,221,118,1,252150190
1420584,93115,ŻELECHÓW,15.35,52.31666667,7,221,118,1,252150170
1420585,93117,LUTOL SUCHY,15.71666667,52.33333333,7,221,118,1,252150160
1420586,93123,MIĘDZYRZECZ,15.61666667,52.45,7,221,118,1,252150150
1420587,93128,LUBIKOWO,15.7,52.55,7,221,118,1,252150130
1420588,93130,KRZESZYCE,15.01666667,52.58333333,7,221,118,1,252150090
1420589,93131,SKWIERZYNA,15.48638889,52.58916667,7,221,118,1,252150110
1420590,93136,GOŚCIM,15.7,52.76666667,7,221,118,1,252150080
1420591,93138,DREZDENKO,15.86666667,52.85,7,221,118,1,252150070
1420592,93139,STRZELCE KRAJEŃSKIE,15.53333333,52.86666667,7,221,118,1,252150060
1420593,93140,ŁUBIANKA,15.2,52.88333333,7,221,118,1,252150040
1420594,93141,GIŻYN,15.00027778,52.08527778,7,221,118,1,252150030
1420595,93142,DOBIEGNIEW,15.76666667,52.96666667,7,221,118,1,252150020
1420596,93143,TUCZNO,15.49416667,52.97472222,7,221,118,1,252150010
1420597,93150,BUDACHÓW,15.1,52.15,7,221,118,1,252159996
1420598,93151,LUBNIEWICE,15.26666667,52.51666667,7,221,118,1,252150140
1420599,93152,BABIMOST,15.79611111,52.14,7,221,118,1,252150270
1420600,93153,SKWIERZYNA,15.50722222,52.60277778,7,221,118,1,252150280
1420601,93154,ROKITNO,15.64055556,52.55027778,7,221,118,1,252150290
1420602,93155,NĄDNIA,15.88361111,52.24166667,7,221,118,1,252150310
1420603,93156,BRZOZA,15.48194444,52.86611111,7,221,118,1,252150320
1420604,93157,ŁUGI,15.69555556,52.94361111,7,221,118,1,252150340
1420605,93201,BŁOTNICA,16.29833333,51.99694444,7,221,118,1,251160010
1420606,93202,ŚWIĘTNO,16.05027778,52.00611111,7,221,118,1,252160260
1420607,93208,TUREW,16.82972222,52.05722222,7,221,118,1,252160250
1420608,93211,KOŚCIAN,16.63333333,52.1,7,221,118,1,252160240
1420609,93212,WOLSZTYN,16.11666667,52.11666667,7,221,118,1,252169995
1420610,93214,KONOJAD,16.55,52.15,7,221,118,1,252160210
1420611,93215,BRODNICA,16.08444444,52.0025,7,221,118,1,252160220
1420612,93219,JABŁONNA,16.2,52.2,7,221,118,1,252160190
1420613,93222,MOSINA,16.85,52.25,7,221,118,1,252160180
1420614,93223,STĘSZEW,16.7,52.28333333,7,221,118,1,252160170
1420615,93229,MICHORZEWO,16.35,52.36666667,7,221,118,1,252160150
1420616,93231,GRZEBIENISKO,16.53333333,52.43333333,7,221,118,1,252160140
1420617,93235,BRODY,16.31666667,52.45,7,221,118,1,252169997
1420618,93236,ZĘBOWO,16.08333333,52.46666667,7,221,118,1,252160130
1420619,93237,ZŁOTNIKI,16.83333333,52.48333333,7,221,118,1,252160120
1420620,93238,PNIEWY,16.25,52.5,7,221,118,1,252169998
1420621,93240,NOJEWO,16.31666667,52.6,7,221,118,1,252160090
1420622,93241,OBORNIKI WIELKOPOLSKIE,16.81666667,52.65,7,221,118,1,252160080
1420623,93242,TUCHOLA,16.15,52.66666667,7,221,118,1,252169999
1420624,93243,WRONKI,16.38333333,52.7,7,221,118,1,252160070
1420625,93247,MIAŁY,16.16666667,52.81666667,7,221,118,1,252160030
1420626,93248,MIŁKOWO,16.51666667,52.81666667,7,221,118,1,252160040
1420627,93249,RYCZYWÓŁ,16.83333333,52.81666667,7,221,118,1,252160050
1420628,93253,KUŹNICA CZARNKOWSKA,16.53333333,52.95,7,221,118,1,252160010
1420629,93254,PODANIN,16.96666667,52.95,7,221,118,1,252160020
1420630,93255,DZIERŻĄŻNO WIELKIE,16.2,52.98333333,7,221,118,1,252169994
1420631,93259,KOŚCIAN II,16.65277778,52.08722222,7,221,118,1,252160340
1420632,93260,PRZYJEZIERZE,14.37388889,52.87055556,7,221,118,1,252160360
1420633,93295,DRUŻYNA POZNAŃSKA,16.81777778,52.20777778,7,221,118,1,252160310
1420634,93296,OBORNIKI WIELKOPOLSKIE II,16.06861111,52.0525,7,221,118,1,252160320
1420635,93297,MICHORZEWO II,16.36666667,52.36666667,7,221,118,1,252160330
1420636,93301,BACHORZEW,17.56666667,52.0,7,221,118,1,252179996
1420637,93304,ŻERKÓW,17.56666667,52.06666667,7,221,118,1,252170290
1420638,93305,ŚREM,17.0375,52.08083333,7,221,118,1,252170270
1420639,93306,KLĘKA,17.41666667,52.08333333,7,221,118,1,252170280
1420640,93307,ŚREM,17.01666667,52.1,7,221,118,1,252179997
1420641,93308,ŁOMÓW,17.85,52.11666667,7,221,118,1,252179992
1420642,93309,ZANIEMYŚL,17.01666667,52.0025,7,221,118,1,252170250
1420643,93310,NOWA WIEŚ PODGÓRNA,17.6,52.15,7,221,118,1,252170260
1420644,93313,LĄD,17.9,52.2,7,221,118,1,252179994
1420645,93316,PIOTROWO,17.98333333,52.21666667,7,221,118,1,252170220
1420646,93319,NAGRADOWICE,17.15,52.31666667,7,221,118,1,252170170
1420647,93320,WRZEŚNIA,17.6,52.31666667,7,221,118,1,252170180
1420648,93324,KOSTRZYN,17.23333333,52.4,7,221,118,1,252170160
1420649,93325,POWIDZ,17.91666667,52.41666667,7,221,118,1,252170150
1420650,93326,GRUSZCZYN,17.06972222,52.43138889,7,221,118,1,252170130
1420651,93327,CZERNIEJEWO,17.5,52.43333333,7,221,118,1,252170140
1420652,93330,POBIEDZISKA,17.28333333,52.48333333,7,221,118,1,252170120
1420653,93336,TRZEMESZNO,17.81666667,52.56666667,7,221,118,1,252170090
1420654,93337,PRZEBĘDOWO,17.01666667,52.58333333,7,221,118,1,252170080
1420655,93343,SKOKI,17.15,52.66666667,7,221,118,1,252179991
1420656,93344,SZELEJEWO,17.75,52.73333333,7,221,118,1,252170070
1420657,93345,ROGOŹNO,17.0,52.75,7,221,118,1,252160060
1420658,93347,DĄBROWA,17.95,52.75,7,221,118,1,252179995
1420659,93348,JANOWIEC WIELKOPOLSKI,17.48333333,52.76666667,7,221,118,1,252170060
1420660,93353,SŁĘBOWO,17.6,52.85,7,221,118,1,252170030
1420661,93354,ŻNIN,17.75,52.83333333,7,221,118,1,252170040
1420662,93355,BARCIN,17.95,52.86666667,7,221,118,1,252179999
1420663,93357,GOŁAŃCZ,17.3,52.95,7,221,118,1,252170020
1420664,93362,ZALESIE,17.6,52.98333333,7,221,118,1,252170010
1420665,93365,WINNA GÓRA,17.45,52.2,7,221,118,1,252170230
1420666,93367,BOBROWNIKI,17.13333333,52.81666667,7,221,118,1,252170050
1420667,93368,LUBONIEC,17.20194444,52.1675,7,221,118,1,252170340
1420668,93369,SŁĘBOWO II,17.6,52.83333333,7,221,118,1,252170350
1420669,93370,GŁĘBOCKO,17.05972222,52.59444444,7,221,118,1,252170360
1420670,93371,TROJANOWO,17.01694444,52.59944444,7,221,118,1,252170370
1420671,93372,CZERNIEJEWO II,17.45888889,52.41361111,7,221,118,1,252170380
1420672,93401,TUREK,18.5,52.01666667,7,221,118,1,252180260
1420673,93402,GRODZIEC,18.05,52.03333333,7,221,118,1,252189993
1420674,93404,TULISZKÓW,18.3,52.08333333,7,221,118,1,252180240
1420675,93405,DĄBIE,18.81666667,52.08333333,7,221,118,1,252180250
1420676,93407,WŁADYSŁAWÓW,18.48333333,52.1,7,221,118,1,252180230
1420677,93411,DĘBOWICE,18.86666667,52.18333333,7,221,118,1,252189992
1420678,93413,KONIN,18.23333333,52.21666667,7,221,118,1,252180220
1420679,93415,KŁODAWA,18.8925,52.24916667,7,221,118,1,252180210
1420680,93416,KRAMSK,18.43333333,52.26666667,7,221,118,1,252189991
1420681,93417,DĘBY SZLACHECKIE,18.6,52.3,7,221,118,1,252180190
1420682,93420,BABIAK,18.66666667,52.35,7,221,118,1,252189994
1420683,93421,MODZEROWO,18.76666667,52.35,7,221,118,1,252189990
1420684,93423,JABŁONKA,18.11666667,52.36666667,7,221,118,1,252180180
1420685,93425,SOMPOLNO,18.51666667,52.38333333,7,221,118,1,252180170
1420686,93427,WANDOWO,18.3,52.43333333,7,221,118,1,252180150
1420687,93429,IZBICA KUJAWSKA,18.06833333,52.035,7,221,118,1,252180160
1420688,93437,GĘBICE,18.03333333,52.6,7,221,118,1,252180130
1420689,93438,STRZELNO,18.16666667,52.63333333,7,221,118,1,252180110
1420690,93440,DOBRE,18.56666667,52.68333333,7,221,118,1,252189996
1420691,93441,KOŁODZIEJEWO,18.03333333,52.71666667,7,221,118,1,252189997
1420692,93444,SOBIESIERNIE,18.45,52.75,7,221,118,1,252180070
1420693,93445,LUBANIE,18.91666667,52.75,7,221,118,1,252189989
1420694,93446,PAKOŚĆ,18.08333333,52.8,7,221,118,1,252180060
1420695,93448,JAKSICE,18.18333333,52.85,7,221,118,1,252180040
1420696,93449,WIĘCŁAWICE,18.31666667,52.85,7,221,118,1,252180050
1420697,93452,CZERNIKOWO,18.95,52.95,7,221,118,1,252180030
1420698,93453,NOWA WIEŚ WIELKA,18.1,52.96666667,7,221,118,1,252180020
1420699,93457,PILICH,18.31666667,52.5,7,221,118,1,252180140
1420700,93459,GŁĘBOKIE,18.45,52.65,7,221,118,1,252180090
1420701,93460,STARY BRZEŚĆ,18.91361111,52.61666667,7,221,118,1,252180120
1420702,93462,JAKSICE II,18.19972222,52.87083333,7,221,118,1,252180330
1420703,93463,NOWA WIEŚ WIELKA II,18.08333333,52.97916667,7,221,118,1,252180340
1420704,93464,JEZIORKI,18.14611111,52.61944444,7,221,118,1,252180350
