station_id,metro_id
249210140,6705
252190070,93526
250169994,5206
249220260,96806
250160340,95232
254150010,91150
249220040,6802
253210330,92754
252229991,93824
253200190,92609
251180210,94407
253190090,92554
250190350,95512
253190020,92543
252169994,93255
250160260,95248
250170290,95318
254140010,1001
254190190,1508
354190160,160
253229998,92851
253220030,92834
253180180,92413
251209991,94608
252200140,93626
253230110,92911
251229996,4806
250220080,95835
254209999,91602
253180080,92433
253209984,92642
253200120,92651
254190050,1505
254199999,91528
249219990,96733
250230130,95903
251210170,94707
250160380,95282
254200060,91608
251219991,94722
251230090,94913
253180110,92429
250219982,95726
251150090,94145
252199991,93521
354180140,140
254180090,1407
354180150,150
254180110,1404
354180155,155
254189999,1408
249209996,96652
254180060,1402
254180230,91455
254180220,91454
252180130,93437
249190040,96572
250150070,95126
253200040,92635
249199991,96549
253199999,92540
253220010,91801
254219999,1702
252150030,93141
253149993,92012
249219992,96750
250189986,95432
252170360,93370
252180090,93459
252189985,3404
252190030,3501
251160080,94236
250170310,95313
254210030,91707
250170390,5309
250170330,5308
251209987,94635
250209975,95659
250169990,95241
250169999,95275
253189997,92440
252170110,3303
249200060,96665
249180050,96426
250190260,95534
250179997,95342
253140060,2004
253140070,92021
249189986,96412
252170020,93357
254220030,1801
249180060,96452
252200040,93644
254180130,91453
249210090,96723
251199982,94512
250239991,95932
352150300,300
252150120,3101
250160110,95261
253160160,92206
252190090,93522
250170760,95365
252150080,93136
250170190,95328
252140060,93015
251160090,94238
251210010,94739
250189993,5403
253239989,92914
249180140,96413
252179983,93363
254200030,91614
251150080,4101
251159992,94101
251219996,4707
250239999,95926
251210210,94743
249229987,6804
251170150,4303
253229999,92827
253210320,92750
250219996,95736
249209973,96656
250170140,5303
252189993,93402
250180130,95468
252220070,93826
252169991,93220
250220170,95808
253230130,92908
252200090,93631
253200220,92603
253180150,2403
252170130,93326
249209988,96634
249200230,96628
253140110,92014
251150340,94110
251159985,94147
252150210,93110
252160140,93231
250169987,95251
253160040,92230
254160090,91202
249199979,6521
249190650,96578
251140010,94011
252210010,93764
253170050,92347
249219991,96725
252230110,93913
249200540,6632
349200628,628
249199972,96517
249190680,6526
250189976,95427
251230080,94915
249190510,96519
354180135,135
250189971,95472
253239996,92926
254189998,1405
250239990,5950
250239997,95924
251239995,94905
249220030,96838
249229999,96844
249200350,96615
250190130,95561
250200280,5608
253199997,92528
251159995,94139
252200130,93627
251210160,94709
250160020,95272
252189998,3402
249190090,6503
253150140,92120
249180560,96455
249180260,6408
249180270,96403
249180280,96404
249180290,96402
249189989,6406
251180080,94429
250199991,95517
251150230,94124
249209994,96646
249210150,6706
254170180,91355
252180160,93429
249229985,96832
249190560,6518
252180180,93423
252160190,93219
252209989,93629
253199996,92518
253220270,2856
250209987,95611
250150180,95114
252180040,93448
252180330,93462
250179995,95301
250200260,95613
250150170,5150
250159999,95113
253230060,92951
250150040,95132
251169990,94244
250199975,95578
252170060,93348
253230030,92923
250220070,95838
250190010,95577
251210040,4702
250150230,95103
252220140,93854
250170340,95311
252219985,93767
250220120,5802
250220210,95801
251190230,94556
249200170,96639
249200250,96623
249210080,96756
249219995,96729
254180030,91433
253160110,92214
249200130,6650
249189998,6450
249189997,96451
249189996,6401
253230010,92950
250210090,95762
251180240,94401
253190050,92537
249210250,96707
249190010,96575
251160290,94205
249200440,96666
249209975,96622
251229994,94840
249219985,96728
250160220,95247
253210250,92705
251170320,4350
350150500,500
253200080,92626
253190060,92536
252180350,93464
253170020,92359
252169996,3205
251190040,94552
254160040,91218
250209978,95636
250200340,5664
250230170,95934
250229982,95846
249219998,96736
250160720,95284
249200110,6602
249190250,96539
251170460,94357
250230060,95911
253239993,92902
253169986,92252
254200020,91616
250169996,95233
250150110,95125
249180110,96418
250180160,95462
253210230,92708
253180140,92423
351180435,435
249220270,96853
249190110,96567
249190810,96599
249190380,96532
249209990,6610
250160620,95276
253170140,92329
250160390,95224
253150230,92104
250160150,95254
253170120,92334
253149996,2001
253230040,92922
251230130,94906
251140020,94010
249220010,96845
252150230,93104
250180020,95483
250150220,5105
254170150,91308
253149990,92029
253160120,92211
253160230,92259
253140020,92026
254189996,91421
254170040,1302
253180240,2406
349190650,650
254200070,91606
250190530,5550
350190560,560
252209996,3607
252200180,93660
251219998,94716
250200240,95617
254190210,91529
251160310,94204
250180620,5455
251220190,94805
250190190,95545
251189998,94414
354210185,185
249190070,96568
249180630,96457
350200570,570
251180170,94452
250180530,95411
253200010,92647
253200240,92655
253199993,92529
252230070,93916
252230150,93907
252170280,93306
249199973,96516
250210120,95739
250200130,95634
253179991,92326
253160060,92223
254170170,91354
254179994,91319
250180040,95482
253169987,92251
252180210,93415
350160520,520
251169987,94201
254190120,1503
250180550,95410
250189998,95475
250190060,95582
250180120,5453
249190180,96552
251229995,94827
251230010,94927
250219988,5709
250210220,95761
253219999,92716
252200280,93667
251230170,94950
352180345,345
354150100,100
252189997,93441
252180080,3403
249220180,6809
250159994,95128
252210040,93773
249189993,96401
250190070,95570
250200090,95642
252180220,93413
252160210,93214
253189992,2404
251200180,94610
250150120,95123
250200150,95630
253179998,92361
250170730,95363
249190440,96523
250170240,5304
250170750,5352
253170170,92319
251180370,94455
253180070,92435
254169995,91217
252140140,93001
253170040,92354
253190170,92517
252170160,93324
252140090,93010
354160105,105
254169998,1204
249190340,96537
249190930,98505
252160240,93211
252160340,93259
249190660,96507
251150140,94135
251189994,4450
254170140,1305
254170260,1353
251209986,94639
252169993,93210
254220070,91807
253180230,92408
249200310,96617
250150190,95112
251210070,94729
351210488,488
250180320,95437
249200030,96658
251170050,94338
251189999,94437
251159999,94165
252170210,3305
253160140,92316
250190410,5510
350190566,566
250199987,95505
250209979,95604
250190390,5511
250199984,95501
250190470,5551
252189991,93416
250170270,95323
249229995,96833
251220120,94818
249210060,96731
252209993,93652
253239995,92932
251239997,4903
250209981,95648
251180110,94425
252200270,93666
250229987,95848
254160070,91212
249210180,96712
250190170,95581
250219997,95755
249219993,6704
349210670,670
252159998,93103
249200370,6618
251169988,4204
251170110,94331
250189988,95412
250180190,95459
251190080,94528
254179997,91323
249200470,6623
252229994,93813
254190030,91523
249209980,6624
250239987,95916
253220170,92814
250180430,95424
249190280,96546
251160050,94248
250189999,95486
252190170,93501
250199989,95508
250160180,95250
252150090,93130
253150220,92106
253200210,92607
253149995,92004
252150050,3202
253229997,2805
250200170,95625
253209998,92645
251170390,94353
250169989,5251
250160450,95283
253190310,92556
250170070,95346
254190090,91550
253210270,92703
251210250,94704
252160010,93253
249199963,6523
249199977,96593
250219993,95728
251169996,4205
249190240,96579
253229996,92820
252229992,93821
249190480,6551
252150240,93101
252210110,93747
250169991,95212
250229992,95802
252179994,93313
250160520,5208
254209998,91609
252200120,3603
351160415,415
254200010,91617
250190110,95563
253210190,92714
349220690,690
249190140,6505
249220120,96819
252200260,93665
351160418,418
251150330,94108
253189998,92441
250189992,95447
250160470,95217
250229995,5805
354170125,125
250190160,5504
249190030,6501
253190220,2505
254200080,1601
249199982,96580
250180230,95491
251170240,94312
250189985,95405
249200180,6605
253140130,92010
250169986,95273
249229984,96847
250229999,95836
253239988,92917
250180350,95435
249209995,96650
249190920,98501
253149998,2003
249190290,96540
254199995,1550
254180170,1406
254189991,91452
250219986,95707
251169998,94222
251180050,94451
253150130,92119
252229998,93815
250160170,95256
250239994,5904
252189989,93445
251159990,94118
254180160,91406
251220090,94822
249219987,96754
253190120,92523
251159983,94161
250170040,95352
251199985,94513
249190230,96551
251150020,94159
252150130,93128
251160190,94225
252150180,3104
351220495,495
250189996,5402
252150140,93151
251209988,94628
251150350,94103
250160120,95258
254200090,91603
252170340,93368
249190320,6639
250179993,95304
251149996,94009
251190020,94553
251199999,4501
249200090,96651
252150160,93117
251190090,94523
249220230,96807
253170150,92328
253200230,92654
250180330,95436
253150070,92129
252189986,93455
252179984,93358
249209971,6614
249200280,96662
250160140,95259
251170420,94355
250220190,95805
249200080,96649
249200460,96611
253190110,92524
251190070,94530
251200150,4605
252220080,93823
249200020,6652
250190220,95540
249200260,6612
250179992,95315
354170120,120
250180080,95473
251220150,94816
251210060,94730
251140040,94003
253210020,92739
254170120,91309
253179989,2302
249190210,96548
251209997,94620
251230020,94926
252179992,93308
249200320,6616
252229996,93810
250179998,5350
252190150,93507
250229984,95816
251150130,94137
351190465,465
251199983,94540
252150040,93140
250180260,95448
252209990,93624
251229991,94851
251170230,94315
252150340,93157
251220020,94838
254170090,91351
249200530,6631
251199986,94550
250190310,95521
252140190,93054
249199969,96559
250210160,95763
250239993,95914
252220170,93805
250180410,95429
249190190,6507
254199994,91503
254170050,91329
251160240,94216
250200080,95644
253200090,92628
250199976,95569
253210060,92735
253220180,2804
253220330,2858
252140150,93002
253159996,92121
250239983,95933
251210260,94702
249180070,96421
253170290,92369
253179996,92323
250170840,95366
250190420,95504
253220240,92804
252160030,93247
254160110,1202
252219996,93742
252239996,93902
252160150,93229
252160330,93297
251220080,94824
254159999,91105
250200210,5604
252209994,93603
251150470,94169
250210210,95765
350210577,577
253140150,92003
253169992,92204
253209987,2603
254160050,91214
252180360,93465
250160310,95238
252149996,93016
251170180,94319
249190130,6506
250160630,95207
250160650,95202
251220010,94842
252150150,93123
249180570,96456
253230190,92954
252239994,93912
252190060,93550
353210280,280
250189978,95422
254170060,91352
253210360,92757
251199998,94554
253179999,92358
251199990,94518
251170140,94326
249190410,96521
252160040,93248
250159996,95111
250219985,95708
254180180,91401
254189995,91423
251180150,94450
250229991,5850
253160130,92210
250150510,95137
249200360,6636
353200270,270
250160540,95278
253210040,92736
249230010,96902
251170470,94358
250209982,95639
252190050,93535
352200362,362
252189990,93421
250180440,95421
252179986,93342
253190230,92553
253220150,92818
253220310,92852
250209977,95641
252220160,93809
249200910,6634
249200560,96660
252149997,93022
252160180,93222
251230050,94921
251199988,94524
253170280,92368
253210340,92755
251200190,94609
249189999,96429
249209986,6607
249200980,6669
251200010,94643
250190330,95513
249200490,6628
249229992,96813
250150140,95119
250160080,95262
250190540,95553
253210210,2750
249199995,97513
252140020,93023
254199997,91516
250209996,95637
252170170,93319
251229993,4805
251170290,4304
252230040,93920
252230230,93954
252230240,93953
252230060,93918
250230090,95907
252150310,93155
249200420,6654
250169988,95230
253210150,92720
249209983,96625
252210090,93770
252219997,3703
250230020,5952
250160230,95249
250170740,95364
252229993,93812
250160640,95201
252209997,3606
254170220,91357
254170130,91310
250190020,95575
253179994,92308
253219996,2701
250199982,95518
250180070,95490
252160090,93240
250210020,95752
250190360,95511
250169993,95206
254190020,91526
250169995,95228
250160370,95227
253170380,92371
250210040,95750
251150050,94166
252209992,93609
251229998,4803
251220110,94853
252170260,93310
253169989,2203
252180020,93453
252180340,93463
253239994,92901
249190640,96509
249199981,96582
252230080,93917
252209987,93640
253190150,92520
254190240,91551
253230210,92955
253150060,92130
251150220,94123
253219995,92709
251150030,94154
252239999,93915
252230010,93923
249220090,96850
253230170,92952
253230150,92912
249220110,96817
253239987,92924
253220280,2855
249190330,6510
253239985,92929
252209998,93633
253199990,92539
250160570,95211
253180170,92418
250230120,5905
253200070,92631
349200660,660
254190130,91510
249200960,96668
254189993,91407
249209998,96653
249210120,96719
252230160,93906
250170230,95325
249190520,6516
254170030,91335
250200350,95665
250200030,95652
251160220,94221
252160080,93241
252160320,93296
250229996,95817
249180080,96419
249209981,96621
249200290,96620
253189991,92437
251170130,94327
251200110,94622
253229989,92831
250190340,95515
251159994,94127
253160080,92219
250209997,95638
254169996,91204
254220090,1802
250189970,95480
250209990,5607
250190290,5506
252199993,93525
250199993,5519
252229995,93807
253200060,92650
353200272,272
252230180,93951
250170030,95353
250179999,5310
250160510,95216
250199997,95554
252169990,93225
252199999,93527
250159997,95101
252190140,93551
252199996,3550
251200130,94651
251209999,4603
350170530,530
251219997,4706
251210190,94742
254209996,91605
250180630,95495
249210160,96757
250180480,95416
252230130,93911
252210260,93702
253210070,92734
251160110,94234
253180120,92427
249199999,96574
249190270,96545
253180210,92409
250179989,95358
252140030,93019
251180160,94416
253220120,92822
251210220,94706
253160020,92253
353210285,285
253210310,92740
250160320,95281
250160330,5204
253159998,92128
250210010,95753
253190160,92519
253190260,92503
254189992,91414
252199997,3506
250219991,95723
252219999,93759
251170120,94329
251170160,94321
251170430,94356
252140110,93008
250190440,95503
250170250,5305
251199987,94548
250229993,5806
251189993,94408
250170220,95324
250150240,95104
253200050,92634
252180060,93446
253160280,92261
252160160,3204
250150250,5106
254190160,91507
250160420,95222
251159997,4150
250189977,95425
251209990,94615
249190310,96541
249199989,96542
251220160,94810
252209991,93612
254179992,91302
249199985,96514
250170380,95307
254209997,91611
251150210,94126
251169985,94254
251159987,94117
251230070,94917
253190080,92526
251149998,94005
250220010,95850
252210280,93775
250150050,95133
251200260,94603
250190210,95543
252180140,93457
249210010,96743
353160230,230
253160210,92257
250160280,95242
251210110,94721
251190120,94519
252170220,93316
250219973,95759
253229993,2853
253210110,92727
249200410,6619
249200920,6655
250190180,95546
252229997,3802
252220150,93855
251179993,94343
251190140,94551
251150310,94112
253170130,92335
352190360,360
253150210,92107
253150040,92136
251159993,4105
250189990,5450
254210040,91706
252169998,93238
250150030,95129
252170120,93330
252160020,93254
251180040,94442
253220230,92806
253140030,92024
250239988,95913
252140170,93052
250160460,95219
250170260,95322
250179994,5301
249220220,96808
249190670,6525
250160490,95298
253239997,92918
250209989,95614
254160080,91207
251160150,4202
250219979,95730
253169997,2201
254239998,91903
249199997,96565
250189980,95406
253239998,92920
253150050,92132
250199998,95562
249199996,96564
250199979,95547
249200510,6629
249200930,6656
250209984,95663
252200060,3602
250230050,95915
253219991,92728
252170150,93325
253169998,92228
352160330,330
253150150,92116
249200210,96630
253190070,2503
253200260,92657
253220060,92829
250179996,95332
249229988,96839
250170320,5307
250170530,95360
253159990,92135
250209986,95606
252200210,93662
253209993,2605
252170080,93337
253179984,92349
253220110,2854
251190160,94506
252209999,3601
252200010,93659
251220030,94835
250199981,95519
251150160,94133
253150190,2102
254229999,91851
349220695,695
254210050,91704
251159986,94122
250150210,95110
250230040,95917
250170120,95337
250229986,95804
252160360,93260
250189969,95481
251209989,94617
249219999,96740
251220180,94808
249180010,5409
250160090,5250
250160990,95289
253210290,92752
253210180,92715
249200240,6609
251190050,4503
251210120,4705
249210210,96751
252210050,3701
253149994,92008
251160420,94257
249200190,96664
249190470,96527
249229991,96810
249190370,6512
252200030,93643
253210120,92724
350180540,540
250170540,95361
253220020,92844
250220180,95807
251219999,4708
351219994,485
251160030,94252
251199993,94505
251169986,94249
250210230,95715
253180020,2401
252180310,3408
251209992,94606
249190890,6552
250200250,95616
253220130,92819
249190050,96573
251160320,4251
251220040,94898
251229999,4801
253180160,92421
249190540,96515
250210110,95740
250219975,95756
253229995,92840
250180150,95461
249190610,96590
249199962,6550
253159999,2150
253209985,92621
353150210,210
254180080,91425
250150060,95130
250159995,95115
254190230,91530
252160060,93345
250170210,95327
251190060,94533
250180310,95440
253190240,92508
252150290,93154
253209986,92604
250210250,95706
251189996,94406
250160250,95246
253199992,92531
249200120,96645
254180010,1401
253210170,92719
249190260,96543
249220290,96801
253170110,92336
249209991,6604
251180230,94403
253200160,92615
253230020,2901
253170030,92355
253199994,92507
250220150,95851
251230110,94911
250230110,95905
251160140,94228
250229997,95824
249180090,96420
253199998,92530
253200250,92656
253180130,92426
253209996,92637
254209995,91607
251209994,94652
251200140,94659
254229996,91818
252210290,93777
250180510,95493
250180520,5408
252239993,93921
249220070,96826
249190580,96511
253199995,2501
251170260,94308
250190230,95541
252160050,93249
250180540,95409
250200050,95647
253210030,92738
251159988,94115
250161030,95225
251199992,94507
350220580,580
252189988,93432
252219986,93760
251200160,94658
251200050,94633
250210080,95745
250219972,5752
253150380,92157
252210060,93753
250239985,95919
249220190,96852
254199993,91505
253179992,92305
350210585,585
251140110,94013
249220080,6805
252159993,93135
251210290,94751
250229989,95819
251239994,94910
254219998,91703
253200270,92658
254230020,91904
251180340,94453
252219988,93745
252210250,93769
252219992,3707
250200140,95633
253160010,92234
253200020,92641
254220050,91850
249190360,96534
352220385,385
250189994,95455
253210010,91701
251150260,94119
250200020,95656
250200220,5605
251179999,94330
251180190,94409
250190560,95585
252229999,93818
251180180,94410
249199986,6517
250229985,95809
250140020,95001
252210220,93708
249190060,96571
251180090,4401
251180350,4404
253140180,92053
254160060,91211
250189997,95476
249201010,6670
253189996,92425
252190020,93540
250190030,5501
253160070,92222
252210180,93768
252219995,3705
251170070,94336
251210140,94715
251200210,94655
252190010,93539
250230010,95928
251200030,4601
249180120,96416
252179991,93343
250219974,95758
251180380,94456
251199994,94511
251220130,94854
250200120,5602
253190280,92502
250209988,95615
252179987,93335
249190690,96591
249199961,6508
250239996,95909
252150110,93131
252150280,93153
251230040,94924
253200150,92616
254160030,91219
253150030,92140
252170030,93353
252170350,93369
254190150,91512
253169999,92235
250160480,5254
251200120,94653
352140310,310
254170250,91358
252170190,3304
250199985,5503
252179993,3306
252170430,3309
252219989,93741
254170190,91356
254179998,1303
254179999,1350
254160120,91253
249190570,96513
254239999,91907
251170090,4302
249229986,6810
254170020,91340
253170240,92365
250209999,95651
252179985,93356
252180070,93444
251220070,4802
251220220,94856
249190750,96595
251140060,94002
250160060,95265
251170080,94335
251170410,94354
252200170,93618
253230080,92953
253239991,92906
251170250,94313
251159991,94111
253230050,92921
251210180,94708
249220150,6813
252210130,93740
254170160,91305
252180170,93425
249190430,96522
250199994,95524
250190580,95587
253220340,92853
250180390,95428
252159991,93144
250160580,95280
251200090,94624
249190460,96583
250160350,95229
250160910,95288
250220090,95829
250189989,95423
249199968,96570
251160280,94206
252210140,93734
251150420,94168
250180470,95415
251200240,94654
250219981,95729
249190910,96598
249199987,6515
250150080,95124
250180370,95431
251210230,94705
251169991,94242
253219992,92726
253209992,92620
250180030,5401
250170080,95344
251160040,94246
253159995,92114
253150010,92143
253180030,92444
252180120,93460
252189995,3450
250229994,95812
254230030,91902
250210130,5705
253209988,92632
253220140,92817
254190060,91521
253140050,92022
252160170,93223
250200180,95626
252230050,93919
249190120,96561
253190040,92538
251140050,94140
250160560,95210
249190150,96562
251160210,94224
254179991,91312
254190180,91502
249199967,96584
250160010,95271
252200020,93651
252199998,93516
252150060,93139
250180220,95453
250170090,95341
251199997,4502
252180110,93438
250209994,95629
250240010,5927
250249999,95927
253209999,92646
250189983,95489
249220280,6850
251150070,94149
249199971,96553
253239999,92933
253150160,92113
251200250,94604
250219995,95735
253239986,92928
250180380,5407
252150220,93105
351190469,469
252219990,93730
252159999,3103
254179990,91318
253159994,92115
251150290,94114
251199991,94510
251179996,94323
253230090,92913
253230160,2950
252220020,93838
354220195,195
251170220,94316
253169994,92216
253170160,92322
251180070,94432
249200380,96612
250160840,95286
253170230,92301
252160110,3203
250200160,95661
250209974,5603
249220140,96812
249209977,6620
250160130,5203
250229983,95837
353140205,205
253140170,92052
253140210,92054
253149992,92018
353160215,215
251220210,94855
250199990,5502
250209991,95618
253200170,92613
251190130,94516
250210190,95722
253220090,2803
254200120,91619
249180210,96547
253210130,2702
251170040,94340
252170070,93344
252220030,3801
253210090,92725
249210050,96732
250150150,5103
254190140,91511
251159996,4102
251169989,94250
253239983,92931
253209989,92624
253230070,92916
250180060,95477
250239984,95920
250170150,95335
250170180,95331
250210140,95737
249219989,96721
253210050,92737
249190160,96556
249219983,96742
250199980,95523
250170360,95310
251160180,94226
250179990,95320
249190220,96550
252219998,93756
253180090,2402
249190450,96526
250219976,95749
350150510,510
250160970,5255
252170270,93305
252179989,3308
252179997,93307
252179990,3307
250189973,95456
252210210,93771
252219993,3706
250169998,5202
249200160,96638
251150370,94102
253189994,92420
250150530,5151
250150090,5101
250160730,95285
250180270,5404
251150360,94105
250199999,95571
253210370,2705
252160260,93202
250210050,5701
353140200,200
250180290,95442
251160250,94211
251219995,94701
250220140,5804
250230080,95910
251160060,94243
250160360,5205
350200575,575
251209993,94632
254189994,1451
249220160,96811
249220050,96829
251200290,94661
352230399,399
249220210,6812
254180070,91426
253180250,92453
254190070,91520
254199998,1502
253209995,92653
251150180,4104
250230070,5902
253190250,92506
252220120,93852
252199995,3508
253239992,92904
353180250,250
250180240,95450
251170370,94352
254180150,91409
252170370,93371
250190850,5553
253160180,92201
252149999,3001
254150020,91101
252159997,3105
251149997,94004
253140040,92051
253149999,2002
251170210,94314
251170060,94339
253149991,92025
252170090,93336
249200570,96663
252230020,93950
250190280,95529
252169999,93242
254170330,91361
252169992,93216
253170090,92338
249210030,96738
251239996,94919
252150010,93143
253160150,92207
253160220,92258
252180240,93404
250180090,95470
252180260,93401
252160250,93208
250170440,95302
250220040,95842
253210160,92721
253210140,92722
253140120,92011
251150280,94116
250189995,95457
250180420,95492
253169985,92232
250180490,95417
249229997,96848
253220210,92810
249219986,96710
249210260,96703
249209974,96640
250199983,95502
253210350,92756
254179995,91311
251230060,94952
251239999,4901
250199988,95509
251179994,94328
250180280,95441
253169988,92202
254170080,91320
251180010,94446
250169997,95235
251210020,94735
253180190,92411
250160240,95245
250160890,95287
250180360,95430
354160115,115
249189987,96409
249189991,96411
249180180,96410
249209997,96654
250209985,95608
253189999,92450
253219997,92712
249190080,96569
249199998,6502
249209979,96616
249199970,96554
252190160,93506
250160270,95244
250160160,95255
250160210,95277
253169993,92209
353160225,225
252190130,93511
253200130,92619
252180150,93427
249189995,96415
253209994,92622
252140040,93020
253149997,92032
352200556,556
252219994,93711
252200240,3612
252200150,3604
252200220,93663
252210270,93774
252200230,3611
252210150,93732
252210160,3704
252210170,3708
352200375,375
249180020,96432
251180060,94433
251180360,94454
249199966,96585
253189993,92416
252210030,93762
250190080,95583
251190170,94503
254180050,91429
250230030,5901
252239997,93904
253239990,92909
249220310,96802
251150170,94128
249200140,96641
254210020,91709
250190450,5507
250170060,95345
253160260,92260
254200110,91601
251180130,94422
253140140,92006
253160030,92231
253200140,92618
253170180,92315
252210240,93703
252160230,3206
250200310,5609
251200230,94607
250230140,95901
249219984,96741
351180455,455
251160120,94235
251219992,94711
253190140,92552
250179991,95319
252220010,93839
252140050,93050
253189995,92424
251219993,94710
253160090,2202
253179988,92318
254180020,91436
249209985,96631
250180610,95494
253150090,92123
252180050,93449
253229992,92808
251190030,94542
250210170,95724
251210030,94734
254210060,91751
252170230,93365
252200050,93641
251169999,4203
249180230,6404
249180040,96428
249180250,96407
249180540,96454
249180240,96408
249189988,96406
249189992,96405
249210190,96752
249210270,96705
251230030,94925
250209992,95621
252219987,93758
251170030,4301
252140080,93013
253150020,92142
253179995,92313
250170130,95334
249190630,96594
249199983,6520
253220190,92809
252180230,93407
251200220,94657
251209998,4604
251170310,94303
252199992,93530
351230497,497
250209993,95628
250189982,95402
250150020,95136
249200520,96701
250190570,95586
249200040,96655
250170420,95305
250189979,95408
250239992,95931
250209980,95602
251229992,94833
249219994,96730
251170380,4351
250219980,95721
251220050,94850
250219989,95720
